23:40:40.926 [main] INFO  io.gatling.compiler.ZincCompiler$ - compiling 1 Scala source to /Volumes/Projects/microservice-apps/performanceTest/target/test-classes ...
23:40:42.467 [main] INFO  io.gatling.compiler.ZincCompiler$ - done compiling
23:40:44.856 [gatling-1-3] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.856 [gatling-1-26] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.857 [gatling-1-2] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.857 [gatling-1-6] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.857 [gatling-1-8] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.858 [gatling-1-30] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.858 [gatling-1-4] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.859 [gatling-1-21] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.860 [gatling-1-18] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.860 [gatling-1-12] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.838 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.862 [gatling-1-11] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.862 [gatling-1-27] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.863 [gatling-1-16] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.863 [gatling-1-22] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.863 [gatling-1-24] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.863 [gatling-1-25] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.865 [gatling-1-21] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.865 [gatling-1-20] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.866 [gatling-1-15] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.867 [gatling-1-19] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.867 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.868 [gatling-1-11] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.870 [gatling-1-22] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.870 [gatling-1-14] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.870 [gatling-1-13] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.870 [gatling-1-26] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.838 [gatling-1-23] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.871 [gatling-1-31] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.871 [gatling-1-7] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.838 [gatling-1-17] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.839 [gatling-1-9] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.872 [gatling-1-20] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.856 [gatling-1-1] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.877 [gatling-1-27] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.878 [gatling-1-23] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.878 [gatling-1-7] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.878 [gatling-1-19] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.879 [gatling-1-15] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-8] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.877 [gatling-1-21] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.880 [gatling-1-14] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.881 [gatling-1-13] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.876 [gatling-1-18] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.882 [gatling-1-26] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.882 [gatling-1-20] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.883 [gatling-1-27] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.884 [gatling-1-1] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.884 [gatling-1-11] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.885 [gatling-1-19] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.885 [gatling-1-23] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.886 [gatling-1-8] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.876 [gatling-1-30] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.886 [gatling-1-7] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.887 [gatling-1-14] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.884 [gatling-1-28] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.885 [gatling-1-15] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.887 [gatling-1-13] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.875 [gatling-1-16] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.888 [gatling-1-22] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.888 [gatling-1-9] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.889 [gatling-1-31] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.889 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.874 [gatling-1-25] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.892 [gatling-1-23] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.874 [gatling-1-29] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.893 [gatling-1-30] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-12] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.894 [gatling-1-1] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.894 [gatling-1-10] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-6] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.874 [gatling-1-24] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.894 [gatling-1-27] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-3] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-2] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.873 [gatling-1-4] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.888 [gatling-1-26] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.904 [gatling-1-23] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.904 [gatling-1-28] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.905 [gatling-1-10] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.905 [gatling-1-1] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.886 [gatling-1-21] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.906 [gatling-1-3] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.906 [gatling-1-32] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.906 [gatling-1-24] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.906 [gatling-1-2] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.879 [gatling-1-17] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.906 [gatling-1-4] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.905 [gatling-1-6] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.904 [gatling-1-12] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.909 [gatling-1-28] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.909 [gatling-1-10] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.904 [gatling-1-30] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.903 [gatling-1-29] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.911 [gatling-1-21] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.911 [gatling-1-3] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.902 [gatling-1-25] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.912 [gatling-1-32] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.912 [gatling-1-17] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.912 [gatling-1-4] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.912 [gatling-1-6] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.913 [gatling-1-28] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.902 [gatling-1-16] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.914 [gatling-1-2] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.902 [gatling-1-8] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.915 [gatling-1-10] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.916 [gatling-1-29] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.901 [gatling-1-9] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.901 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.918 [gatling-1-32] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.919 [gatling-1-17] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.920 [gatling-1-6] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.920 [gatling-1-10] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.920 [gatling-1-28] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.920 [gatling-1-2] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.920 [gatling-1-29] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.921 [gatling-1-9] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.922 [gatling-1-32] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.923 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.923 [gatling-1-17] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.925 [gatling-1-29] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.925 [gatling-1-9] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.926 [gatling-1-32] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:44.926 [gatling-1-5] DEBUG com.intuit.karate.Suite - [config] classpath:karate-config.js
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-4] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-9] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-11] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-14] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-10] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-13] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-18] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-6] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-16] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-5] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-7] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-12] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-15] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-17] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-8] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.690 [GatlingSystem-akka.actor.default-dispatcher-19] INFO  com.intuit.karate - karate.env system property was: null 
23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-14] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-6] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-12] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-4] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-11] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-7] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-8] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-13] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-16] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-9] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-18] DEBUG com.intuit.karate - request:
1 > POST https://conduit.productionready.io/api/users/login
1 > Content-Type: application/json; charset=UTF-8
1 > Content-Length: 63
1 > Host: conduit.productionready.io
1 > Connection: Keep-Alive
1 > User-Agent: Apache-HttpClient/4.5.13 (Java/16.0.1)
1 > Accept-Encoding: gzip,deflate
{"user":{"email":"testdata02@gmail.com","password":"testdata"}}

23:40:45.839 [GatlingSystem-akka.actor.default-dispatcher-17] DEBUG com.intuit.karate - request:
